Date,Zone_ID,Estimated_Usage_Liters,No_of_Connections,Avg_LPCD
2024-01-30,Z0047,10208,154,66.29
2024-01-30,Z0016,17092,247,69.2
2024-01-30,Z0014,23672,252,93.94
2024-01-30,Z0004,12089,175,69.08
2024-01-30,Z0015,15979,156,102.43
2024-01-30,Z0106,26162,241,108.56
2024-01-30,Z0056,16720,252,66.35
2024-01-30,Z0102,13590,202,67.28
2024-01-30,Z0013,18045,281,64.22
2024-01-30,Z0010,21436,257,83.41
2024-01-30,Z0094,13977,156,89.6
2024-01-30,Z0044,19455,216,90.07
2024-01-30,Z0066,21507,260,82.72
2024-01-30,Z0097,20656,297,69.55
2024-01-30,Z0087,27037,273,99.04
2024-01-30,Z0071,18023,216,83.44
2024-01-30,Z0112,18974,259,73.26
2024-01-30,Z0038,30911,296,104.43
2024-01-30,Z0085,16727,197,84.91
2024-01-30,Z0035,13301,190,70.01
2024-01-30,Z0090,17958,174,103.21
2024-01-30,Z0063,24006,257,93.41
2024-01-30,Z0095,13242,188,70.44
2024-01-30,Z0027,18242,229,79.66
2024-01-30,Z0023,18736,223,84.02
2024-01-30,Z0022,28762,296,97.17
2024-01-30,Z0096,29968,272,110.18
2024-01-30,Z0036,25365,287,88.38
2024-01-30,Z0041,11867,171,69.4
2024-01-30,Z0081,22280,254,87.72
2024-01-30,Z0082,9520,151,63.05
2024-01-30,Z0079,10205,155,65.84
2024-01-30,Z0033,22032,272,81.0
2024-01-30,Z0020,16624,260,63.94
2024-01-30,Z0064,24330,250,97.32
2024-01-30,Z0099,27212,246,110.62
2024-01-30,Z0075,30252,276,109.61
2024-01-30,Z0042,26796,296,90.53
2024-01-30,Z0057,15422,150,102.82
2024-01-30,Z0055,15773,182,86.67
2024-01-30,Z0049,20282,181,112.06
2024-01-30,Z0072,25335,275,92.13
